loan_amnt,int_rate,grade,emp_length,home_ownership,annual_inc,age,default,default_amount
7500,,C,0,RENT,39975,23,1,2873
25000,17.56,E,3,RENT,150000,30,0,0
4000,,A,16,MORTGAGE,57600,23,1,2174
8000,11.12,B,3,RENT,57996,34,0,0
6000,11.49,B,3,MORTGAGE,46000,29,0,0
25000,,B,1,MORTGAGE,70000,26,0,0
3000,11.14,B,0,OWN,30000,23,0,0
13500,6.99,A,10,RENT,53000,25,0,0
20000,7.88,A,2,RENT,250000,36,1,14878
5500,7.14,A,13,MORTGAGE,59484,40,0,0
5000,,C,9,RENT,50004,24,0,0
15000,12.18,B,0,MORTGAGE,81000,24,0,0
14400,5.42,A,2,MORTGAGE,60000,40,0,0
3000,6.91,A,3,RENT,28000,28,1,1776
10000,7.66,A,0,RENT,49500,37,0,0
15000,7.88,A,5,MORTGAGE,106000,31,0,0
1000,7.49,A,31,MORTGAGE,39000,21,0,0
20000,13.49,C,5,RENT,140000,29,0,0
5050,12.73,C,4,RENT,50000,29,1,2670
18000,12.21,B,30,RENT,52526,25,0,0
2750,9.63,B,18,MORTGAGE,27138,26,1,1753
10000,7.9,A,6,MORTGAGE,55000,27,1,4028
1800,11.46,B,14,RENT,60000,27,1,1104
10000,18.39,E,26,MORTGAGE,175400,33,1,5149
5000,14.84,D,0,RENT,44500,24,1,2261
24000,7.9,A,0,RENT,60000,26,0,0
5000,13.11,C,2,RENT,28800,23,1,2757
4000,13.85,C,0,RENT,48000,31,1,1591
6000,12.69,B,1,RENT,44000,25,0,0
10000,,A,1,MORTGAGE,74000,25,0,0
7000,8.49,A,2,RENT,123000,31,0,0
25000,10.75,B,6,MORTGAGE,85000,23,0,0
10000,14.11,D,7,RENT,67000,44,0,0
8000,10,B,5,RENT,64000,23,0,0
19000,7.49,A,5,RENT,62004,26,0,0
5950,7.74,A,0,MORTGAGE,45000,25,1,3443
24250,19.03,E,5,OWN,55000,45,0,0
2500,,C,19,MORTGAGE,67200,24,1,1364
25000,16.82,E,4,MORTGAGE,86028,29,0,0
12000,11.49,B,5,MORTGAGE,93218,22,0,0
9450,10.99,B,9,MORTGAGE,78000,35,0,0
7800,8.9,A,14,MORTGAGE,117000,29,0,0
2500,14.91,D,1,MORTGAGE,135000,36,0,0
10000,9.99,B,7,RENT,95000,34,0,0
2650,7.4,A,19,RENT,10000,31,1,1656
8000,15.33,D,4,RENT,36000,22,1,4341
12300,,C,0,RENT,55000,23,0,0
12000,17.93,E,0,RENT,129000,32,0,0
16000,13.06,C,2,RENT,45000,24,1,8488
8400,7.29,A,1,RENT,60000,25,1,5299
7200,7.9,A,5,RENT,34000,22,1,3681
17000,14.65,C,1,MORTGAGE,60000,39,0,0
3500,12.21,B,11,MORTGAGE,40000,23,1,1551
6000,5.42,A,5,RENT,50508,22,0,0
19850,,B,17,RENT,53313,29,1,12458
2700,,A,0,OWN,12000,26,0,0
6000,13.23,C,0,RENT,45000,22,1,4496
25000,15.28,D,0,RENT,53000,26,0,0
15000,7.51,A,12,MORTGAGE,87000,64,1,6672
30000,19.03,E,13,MORTGAGE,81840,42,1,20324
7500,,A,11,MORTGAGE,83000,31,0,0
15000,10.99,B,2,MORTGAGE,38000,35,0,0
12000,,B,1,RENT,63250,23,0,0
3500,14.42,D,0,OTHER,27568,21,1,2269
7500,12.86,D,15,MORTGAGE,105000,43,0,0
6400,16.77,D,5,RENT,75000,35,1,4120
14000,11.26,B,2,OWN,36000,22,0,0
8900,,C,5,MORTGAGE,85200,29,1,4579
10000,11.71,B,2,MORTGAGE,44959,26,0,0
20000,,A,8,RENT,60000,24,0,0
14000,8.94,A,21,RENT,128165,22,0,0
9000,13.11,C,3,RENT,57057,27,0,0
14000,15.33,D,4,MORTGAGE,64300,30,1,4867
6000,6.03,A,0,OWN,21600,39,0,0
10000,10.62,B,7,MORTGAGE,40000,21,1,4724
12000,10.25,B,1,RENT,48645,23,0,0
15000,10.25,B,15,MORTGAGE,156000,24,0,0
16425,13.49,C,1,RENT,45000,24,0,0
16750,12.53,C,4,MORTGAGE,60000,22,0,0
5000,7.43,A,13,MORTGAGE,65000,23,0,0
1500,6.54,A,0,MORTGAGE,61800,24,1,749
5600,,C,6,MORTGAGE,35000,28,1,3007
10000,10.37,B,0,MORTGAGE,110000,27,1,6751
15000,14.42,D,0,OTHER,244000,27,1,7264
3000,9.63,A,0,MORTGAGE,57000,39,1,1583
35000,17.49,D,1,MORTGAGE,190000,28,1,25146
15600,12.87,C,4,RENT,41000,24,1,8545
3000,7.9,A,3,OWN,16000,29,1,1738
5375,7.49,A,9,MORTGAGE,50000,21,0,0
9600,13.49,C,3,MORTGAGE,27000,21,1,4475
12800,12.69,B,,RENT,40000,21,0,0
3100,13.49,C,1,RENT,65000,47,0,0
14000,10.99,B,0,RENT,65000,24,1,6697
10000,12.69,B,2,MORTGAGE,60000,30,0,0
12000,14.22,C,5,RENT,130000,26,0,0
9000,,A,11,MORTGAGE,71000,44,0,0
1000,9.91,B,11,RENT,74000,29,0,0
20000,9.45,B,5,MORTGAGE,44500,28,0,0
4800,6.03,A,2,RENT,54996,30,0,0
13275,,C,,RENT,38040,30,1,6513
3000,9.88,B,2,RENT,55000,23,1,1209
10000,12.73,C,18,MORTGAGE,120000,26,0,0
13000,14.54,D,5,OWN,47000,28,0,0
12125,8.7,B,15,MORTGAGE,150000,25,1,7149
12000,15.33,D,50,MORTGAGE,100000,24,0,0
7000,13.16,C,0,MORTGAGE,36500,24,1,3121
7200,18.53,F,1,MORTGAGE,83000,25,1,2894
3500,15.27,C,9,OWN,32000,23,0,0
10000,17.93,E,13,MORTGAGE,85680,27,0,0
3000,7.68,A,4,RENT,42996,28,1,1330
4900,12.87,C,1,RENT,74000,24,1,1700
14400,11.71,B,1,RENT,80000,22,0,0
5000,14.17,C,3,RENT,43200,24,1,2122
6250,,B,2,OWN,20004,38,1,3153
12000,10.99,B,2,RENT,95000,36,0,0
5000,14.59,D,2,RENT,40000,21,1,2755
4000,13.35,C,13,RENT,35000,35,0,0
15000,16.4,E,0,MORTGAGE,97000,23,0,0
7800,7.9,A,6,MORTGAGE,58600,23,0,0
2400,7.9,A,3,RENT,63300,23,0,0
7000,14.22,C,0,RENT,36120,26,1,4642
7000,9.91,B,5,MORTGAGE,156000,26,0,0
1925,12.84,C,0,MORTGAGE,15000,35,0,0
2400,,D,3,MORTGAGE,126000,38,1,982
15000,16,D,3,RENT,52000,23,0,0
4800,10.99,B,5,MORTGAGE,95000,32,0,0
7000,7.14,A,1,RENT,80000,23,0,0
15000,,B,4,MORTGAGE,47940,22,1,6417
1600,10.59,B,9,RENT,51000,27,1,896
13800,13.47,C,4,RENT,33036,33,1,6906
8875,5.42,A,3,RENT,30000,41,0,0
4000,13.72,C,4,RENT,26400,24,0,0
17000,8.9,A,5,MORTGAGE,60000,31,1,10848
9100,13.24,D,2,RENT,49200,23,0,0
10000,7.88,A,0,RENT,50000,22,1,4721
7000,14.61,D,0,OTHER,42500,21,0,0
7500,15.99,D,6,MORTGAGE,85000,34,1,3680
14000,11.14,B,1,RENT,169000,22,0,0
12000,14.3,D,6,RENT,65000,21,0,0
5000,,C,4,RENT,27996,22,1,2978
12000,11.71,B,6,RENT,95000,23,1,6563
7000,5.79,A,5,RENT,48000,26,1,4288
7000,7.9,A,2,RENT,73000,31,0,0
3000,,A,9,MORTGAGE,48156,22,0,0
9000,8.94,A,12,MORTGAGE,54000,26,0,0
12650,11.34,C,4,MORTGAGE,40000,31,1,5911
6300,9.91,B,22,RENT,49000,32,1,2070
13750,9.62,B,9,MORTGAGE,65000,23,1,8628
2500,8.88,B,,MORTGAGE,32400,28,1,1768
7400,,B,4,RENT,42000,23,0,0
5000,15.13,E,2,RENT,60000,30,0,0
11500,12.98,C,0,MORTGAGE,106000,63,0,0
12500,11.11,B,28,RENT,42096,31,0,0
25000,14.83,D,2,MORTGAGE,146000,24,1,13800
4500,13.43,C,1,RENT,138000,25,0,0
5000,7.51,A,5,RENT,27360,22,1,3977
3500,11.36,B,0,RENT,46344,29,0,0
6000,12.87,C,7,RENT,80000,36,0,0
15000,6.91,A,7,MORTGAGE,123000,31,0,0
19600,15.13,E,2,MORTGAGE,75000,23,0,0
3900,7.51,A,2,RENT,26000,22,1,1701
10000,6.03,A,,OWN,50000,34,0,0
12000,11.71,B,3,MORTGAGE,64000,26,0,0
10800,7.88,A,1,RENT,52300,28,0,0
25475,16.29,D,7,MORTGAGE,52800,29,0,0
4000,10.25,B,2,RENT,16800,22,0,0
4800,,A,2,MORTGAGE,52000,24,0,0
5675,,A,0,RENT,66500,23,0,0
6500,10.99,B,22,MORTGAGE,71046.94,26,0,0
16000,10.62,B,5,MORTGAGE,103000,34,0,0
7800,11.89,B,5,OTHER,48000,24,1,3127
12000,8.9,A,2,RENT,73200,28,0,0
12000,,A,18,RENT,75000,22,1,5890
18000,11.58,B,2,MORTGAGE,98000,42,0,0
3200,10.37,B,8,RENT,37000,21,1,1122
13000,7.66,A,3,RENT,66000,23,1,6257
10000,13.48,C,5,RENT,35000,27,0,0
10000,11.99,B,5,RENT,40000,24,1,4391
5500,6.76,A,11,MORTGAGE,58800,28,1,3141
20000,13.11,C,12,MORTGAGE,140000,39,1,10052
2500,6.99,A,0,MORTGAGE,220000,29,0,0
24000,11.36,B,0,MORTGAGE,110000,37,0,0
12000,6.62,A,13,MORTGAGE,85000,27,0,0
23000,14.96,D,1,MORTGAGE,106050,48,0,0
20000,6.17,A,16,MORTGAGE,70000,23,1,10846
3000,8.88,B,,OWN,39828,24,1,1357
12000,7.51,A,3,MORTGAGE,88500,23,0,0
20000,11.41,C,9,MORTGAGE,375000,24,0,0
14000,16.7,E,2,MORTGAGE,70000,41,0,0
3600,13.99,C,2,RENT,67000,25,1,1774
5000,7.74,A,2,RENT,63000,22,0,0
14000,7.51,A,0,MORTGAGE,78000,25,1,7471
14125,10.65,B,8,MORTGAGE,31850,27,0,0
12000,6.17,A,3,RENT,60000,28,1,5695
4600,,D,3,RENT,46500,23,0,0
3000,,C,0,OWN,12000,25,1,1964
6000,,C,8,MORTGAGE,82000,22,1,1966
7400,15.65,D,5,RENT,72000,24,0,0
20000,15.27,C,13,MORTGAGE,50000,25,1,10354
7400,7.51,A,18,MORTGAGE,76160,26,0,0
20000,10.37,B,5,MORTGAGE,165000,24,0,0
6000,12.98,C,9,MORTGAGE,76000,25,0,0
1450,,A,0,RENT,21600,24,0,0
5000,7.49,A,13,MORTGAGE,73000,22,0,0
9000,13.22,C,9,RENT,90900,25,0,0
12800,7.29,A,8,RENT,104000,27,0,0
2400,13.11,C,3,RENT,24000,34,0,0
7000,8.9,A,1,RENT,46000,34,1,2872
6000,12.21,B,5,MORTGAGE,49580,30,1,3054
7000,14.96,D,4,MORTGAGE,23000,22,0,0
9950,5.42,A,10,MORTGAGE,100000,31,0,0
3500,10.37,B,7,RENT,56000,29,0,0
8000,21.36,F,6,MORTGAGE,79985,33,0,0
10000,13.87,D,12,MORTGAGE,58000,22,1,3350
15000,10.37,B,4,RENT,50172,22,1,5984
7000,7.14,A,6,RENT,37200,25,0,0
6000,10.99,B,6,MORTGAGE,100000,31,0,0
7125,9.99,B,2,MORTGAGE,60000,32,1,3152
8000,10.99,B,3,RENT,28000,21,1,3461
12500,11.89,B,13,MORTGAGE,72000,27,0,0
8000,10.37,B,1,MORTGAGE,28650,39,0,0
5000,14.42,D,2,RENT,107028,35,1,2409
7550,7.51,A,4,RENT,70000,22,0,0
3500,7.74,A,9,MORTGAGE,31200,22,0,0
16000,12.73,C,18,MORTGAGE,66912,23,0,0
6200,12.42,B,5,RENT,46200,22,0,0
10000,10.38,B,7,RENT,30000,28,1,4756
8500,7.88,A,3,RENT,62500,25,1,4146
15250,13.98,C,2,MORTGAGE,40000,24,0,0
6000,8.94,A,19,MORTGAGE,60000,26,0,0
6000,12.68,C,27,OWN,46000,30,0,0
10000,,D,2,OWN,27600,24,0,0
25000,5.99,A,4,RENT,50000,25,0,0
8000,11.48,B,6,OWN,46000,23,0,0
2400,12.69,B,5,MORTGAGE,92000,23,1,1124
12000,6.62,A,27,MORTGAGE,165000,34,0,0
6600,,B,0,MORTGAGE,72000,33,1,3681
8000,9.88,B,3,RENT,60000,39,0,0
15000,12.53,B,0,RENT,44531.76,39,0,0
12000,12.69,B,15,RENT,62000,26,1,6073
8000,13.11,C,8,RENT,87000,45,0,0
15000,7.51,A,5,MORTGAGE,96000,24,0,0
15000,15.95,E,2,MORTGAGE,105000,22,0,0
15000,8.88,B,3,RENT,45000,26,0,0
7500,13.24,D,3,MORTGAGE,138000,29,0,0
15000,8.49,A,1,MORTGAGE,175000,29,0,0
9000,11.11,B,,RENT,36000,23,1,6032
5600,6.62,A,20,RENT,55692,21,0,0
23000,11.99,B,11,MORTGAGE,84000,23,0,0
3500,12.53,C,0,MORTGAGE,128000,27,1,1432
20000,13.85,C,17,MORTGAGE,500000,35,0,0
12000,,A,2,RENT,60000,23,1,5849
5000,15.58,D,,MORTGAGE,86760,38,1,2644
8400,8.94,A,0,RENT,41000,22,0,0
7000,9.32,A,0,RENT,60000,24,1,3695
22600,14.96,D,15,OWN,130000,23,0,0
13000,12.42,B,0,RENT,170000,26,0,0
8800,14.27,C,4,RENT,46000,35,0,0
20000,15.27,C,0,RENT,130000,25,0,0
11325,15.96,C,3,OWN,40000,35,1,5060
6400,,A,4,RENT,37000,23,0,0
6725,6.62,A,8,RENT,70000,23,0,0
6000,7.51,A,9,MORTGAGE,59000,26,0,0
5000,13.35,C,12,MORTGAGE,35000,34,0,0
10000,6.91,A,17,MORTGAGE,45000,26,0,0
21000,12.62,B,2,RENT,150000,30,1,9331
4000,17.27,D,4,RENT,43200,27,1,1799
30000,8.49,A,10,MORTGAGE,96636,28,1,16811
8400,7.29,A,5,MORTGAGE,117014,25,1,5256
10000,6.03,A,14,MORTGAGE,80000,44,0,0
8000,9.88,B,3,RENT,53040,33,0,0
6400,20.62,F,2,RENT,44000,22,0,0
3800,7.9,A,24,RENT,26400,23,0,0
5000,10.62,B,3,RENT,32004,36,0,0
13000,10.99,B,30,MORTGAGE,83000,25,1,7073
12725,12.42,B,3,MORTGAGE,46800,26,1,8967
10000,18.25,D,1,RENT,75000,24,1,5243
4800,9.88,B,3,RENT,52000,23,1,2860
8000,7.49,A,15,MORTGAGE,55000,23,0,0
8000,6.62,A,,MORTGAGE,36000,26,1,4014
10000,,A,34,MORTGAGE,150000,36,0,0
4000,8.63,A,0,RENT,19404,25,1,1774
5000,5.42,A,12,MORTGAGE,52000,29,0,0
5000,,B,2,RENT,19200,24,1,2438
12000,5.99,A,16,MORTGAGE,35000,28,0,0
13000,10.38,B,2,MORTGAGE,65000,22,0,0
20000,17.39,E,7,RENT,112000,25,0,0
13000,8.88,B,22,RENT,55000,27,1,7352
6500,8.94,A,4,RENT,67275,30,0,0
12000,11.99,B,2,RENT,47700,31,0,0
11000,,A,14,RENT,82863,35,0,0
10800,6.91,A,5,MORTGAGE,51600,27,0,0
6400,8.49,A,2,MORTGAGE,50000,23,0,0
4800,14.54,D,2,RENT,65000,37,0,0
13000,9.99,B,6,RENT,60000,22,1,10630
4000,7.74,A,8,OWN,78000,22,1,1333
18000,8.88,B,0,MORTGAGE,57408,30,0,0
5000,17.39,E,3,RENT,70000,26,1,3265
18500,12.99,C,14,RENT,60000,30,0,0
9500,7.51,A,5,MORTGAGE,57000,28,0,0
4000,7.51,A,41,MORTGAGE,40000,23,1,1972
11425,9.91,B,8,MORTGAGE,57000,22,0,0
2800,14.96,D,13,MORTGAGE,89000,27,0,0
13750,14.96,D,12,RENT,53591,22,0,0
3600,11.86,B,5,MORTGAGE,87550,24,1,2091
6000,15.96,C,5,RENT,48996,29,1,2810
5000,9.91,B,11,RENT,40000,26,0,0
1500,8.63,A,2,MORTGAGE,17544,28,0,0
17000,10.37,B,6,RENT,35000,23,0,0
5600,7.49,A,2,MORTGAGE,67000,23,0,0
1050,14.72,C,4,OWN,36000,27,0,0
9250,14.65,C,0,RENT,40000,29,0,0
18000,,B,6,MORTGAGE,90000,31,0,0
15000,11.12,B,9,MORTGAGE,112000,28,0,0
15000,12.84,C,1,MORTGAGE,102000,27,1,6523
9500,10.99,B,4,RENT,37157,24,0,0
12000,,A,11,MORTGAGE,60000,23,0,0
5000,10.38,B,5,MORTGAGE,120000,30,0,0
12000,9.63,A,0,RENT,204000,31,0,0
18000,15.95,D,7,RENT,72000,34,1,12691
1500,9.91,B,22,RENT,32304,24,1,766
5600,14.96,D,1,RENT,45000,22,1,2277
13475,15.68,E,9,RENT,39481,36,0,0
21600,7.9,A,20,RENT,112140,24,1,11614
10000,10.65,B,2,RENT,64125,28,1,4195
11000,14.22,C,5,RENT,29004,21,1,4728
5000,14.96,D,4,RENT,90000,22,0,0
10000,12.69,B,4,RENT,45000,25,0,0
1500,13.22,C,2,RENT,38000,22,1,606
25000,,D,4,MORTGAGE,112000,28,1,8672
10400,10,B,4,MORTGAGE,40800,23,0,0
3500,10.36,B,1,RENT,16107,36,1,2419
16000,14.65,C,4,RENT,50000,36,1,7093
24000,11.83,B,10,OWN,130000,28,0,0
10200,,C,3,RENT,40000,26,1,4977
9600,13.99,C,14,RENT,58000,26,1,5189
3500,5.42,A,0,RENT,42000,25,0,0
9950,7.9,A,1,MORTGAGE,31000,29,0,0
9150,10.59,B,8,RENT,30000,22,1,3476
7000,8.9,A,0,RENT,97600,42,0,0
25000,15.57,D,25,MORTGAGE,60000,37,1,13347
5000,11.14,B,0,RENT,30000,24,0,0
4000,17.58,D,1,RENT,50000,24,0,0
20000,6.54,A,1,RENT,75000,29,1,7726
10000,5.42,A,14,MORTGAGE,120000,28,0,0
3500,7.88,A,12,MORTGAGE,54000,32,0,0
14500,12.84,C,9,MORTGAGE,38000,34,0,0
5000,11.49,B,5,RENT,48000,32,0,0
2500,14.09,D,0,RENT,45000,31,1,1403
6000,11.49,B,4,RENT,50000,23,1,4393
15000,11.71,B,4,OWN,65000,43,0,0
4500,7.66,A,3,RENT,42000,26,0,0
9600,12.17,D,4,RENT,60000,27,1,4005
13200,6.62,A,23,MORTGAGE,90000,41,1,6162
14000,10.62,B,2,MORTGAGE,170000,30,1,7582
1450,,B,12,RENT,36000,31,0,0
7000,10,B,0,RENT,28500,25,1,3911
3000,7.88,A,3,RENT,142000,24,0,0
12000,13.11,C,5,RENT,50000,28,1,6201
15000,12.21,B,12,MORTGAGE,150000,26,1,6813
9600,13.06,C,6,MORTGAGE,98700,26,0,0
8000,9.63,B,6,RENT,60000,25,1,4203
1500,10.36,B,5,MORTGAGE,40000,41,0,0
7000,9.99,B,3,OWN,30000,26,1,3753
7500,,B,9,MORTGAGE,160000,34,0,0
2000,13.48,C,1,RENT,15996,25,0,0
10000,13.79,C,3,RENT,32004,23,1,5706
7400,10.36,B,5,RENT,57996,25,0,0
10000,7.14,A,0,MORTGAGE,90000,27,1,4930
20000,6.54,A,21,MORTGAGE,81500,22,0,0
13000,7.88,A,16,MORTGAGE,100000,30,0,0
10000,,C,8,MORTGAGE,40000,22,0,0
10000,16.77,D,4,RENT,35000,28,1,5636
2400,12.68,C,2,RENT,41300,24,0,0
4000,8,A,16,OWN,15996,24,0,0
1800,12.99,C,5,RENT,145000,33,1,770
1500,7.29,A,5,RENT,30000,35,1,654
9600,13.22,C,0,MORTGAGE,100000,37,1,4613
10000,,A,8,MORTGAGE,165996,23,0,0
6000,6.99,A,2,MORTGAGE,47000,27,0,0
1300,9.07,A,11,OWN,48000,24,1,637
9000,7.66,A,3,MORTGAGE,86400,23,1,4086
9000,9.63,A,1,MORTGAGE,43000,23,1,4235
12000,10.38,B,4,RENT,34500,24,0,0
4200,11.99,B,0,MORTGAGE,29000,21,0,0
12000,9.99,B,2,OWN,36184.8,21,0,0
18550,7.88,A,3,RENT,103000,37,0,0
15000,13.72,C,13,RENT,80000,29,0,0
13000,10.65,B,16,MORTGAGE,50000,22,0,0
10000,11.11,B,0,RENT,73000,34,0,0
18000,13.99,C,4,RENT,132725.38,27,1,13422
17500,14.22,C,4,OWN,25000,25,1,6695
6500,8.59,A,2,MORTGAGE,30000,29,1,2657
15000,9.88,B,9,RENT,34000,31,0,0
8000,12.87,C,5,RENT,30000,25,1,5499
6000,8.49,A,10,RENT,80000,33,0,0
4000,13.48,C,2,RENT,82000,26,1,1796
5000,10.36,B,12,MORTGAGE,98000,25,1,2166
8000,10.37,B,3,RENT,87000,25,1,3001
10000,9.07,A,4,MORTGAGE,50000,49,0,0
10000,9.76,B,0,RENT,38000,27,0,0
1500,11.49,B,12,RENT,30000,29,1,585
6000,8.59,A,4,MORTGAGE,41000,22,0,0
8400,12.87,C,7,OWN,90000,28,1,5501
4325,,B,19,MORTGAGE,45000,26,1,2645
14400,,A,11,MORTGAGE,100000,27,0,0
3250,5.79,A,,OWN,71000,25,1,1648
15000,10.95,B,0,MORTGAGE,80000,31,0,0
8000,,A,2,MORTGAGE,85000,24,0,0
15000,,A,44,MORTGAGE,95000,21,0,0
4225,12.42,B,5,MORTGAGE,55200,25,0,0
2500,11.83,B,0,OWN,24000,26,0,0
15000,6.03,A,2,MORTGAGE,117696,23,0,0
4000,7.51,A,8,MORTGAGE,44196,25,0,0
2500,14.27,C,7,RENT,49500,22,1,1102
5000,13.48,C,4,RENT,54792,27,0,0
24250,,B,2,MORTGAGE,124000,27,0,0
5000,11.36,B,0,RENT,40000,25,0,0
25000,10.25,B,4,MORTGAGE,147000,23,1,8935
13000,12.69,B,7,MORTGAGE,130000,32,0,0
20000,12.42,B,2,OWN,78885,23,0,0
10000,13.98,C,,MORTGAGE,38400,26,0,0
4500,7.49,A,4,RENT,32400,23,1,1882
1200,13.99,C,9,RENT,36000,23,1,551
10000,,D,2,RENT,40000,22,1,4604
9000,12.42,B,3,RENT,65000,30,1,3930
7500,13.17,D,8,MORTGAGE,80500,22,1,4120
11400,11.89,B,2,RENT,65000,24,0,0
3000,6,A,1,RENT,17916,21,0,0
5000,16.4,E,0,RENT,54996,31,1,2041
12000,9.63,A,3,RENT,60000,23,0,0
10000,5.99,A,5,MORTGAGE,40000,38,0,0
6000,12.99,C,7,MORTGAGE,84996,32,0,0
11500,7.51,A,0,RENT,57000,26,0,0
11525,13.57,C,0,RENT,30000,43,1,5967
7100,8.9,A,0,MORTGAGE,120000,34,0,0
10000,,E,3,MORTGAGE,65000,34,0,0
2450,11.48,B,14,MORTGAGE,60000,23,0,0
9000,11.97,C,2,RENT,57500,27,0,0
18000,9.99,B,16,MORTGAGE,84000,24,1,7903
1150,10.95,B,3,RENT,77000,23,0,0
12000,12.99,C,12,OWN,87600,28,0,0
25000,13.11,C,21,RENT,72612,25,1,14729
30000,7.51,A,19,MORTGAGE,125000,28,0,0
6000,10.59,B,0,RENT,50000,28,0,0
5000,9.64,B,3,MORTGAGE,130000,26,1,2162
12000,,A,27,MORTGAGE,76000,27,0,0
3500,7.49,A,1,OWN,18000,22,1,2110
6000,,A,0,RENT,48000,24,0,0
13250,13.49,C,6,RENT,37500,26,0,0
1800,,C,7,MORTGAGE,97000,23,1,768
12000,7.37,A,0,MORTGAGE,50004,22,1,5961
5000,13.72,C,2,RENT,39996,25,0,0
6000,7.9,A,2,RENT,33000,28,0,0
5000,7.68,A,0,RENT,28000,24,1,2072
8000,7.14,A,10,OWN,14400,40,0,0
5600,,B,4,OTHER,78000,22,1,2341
2200,13.48,C,,RENT,15000,29,1,1376
10000,9.32,A,29,MORTGAGE,66996,23,1,6259
15000,7.49,A,18,RENT,40000,23,0,0
5000,,A,2,MORTGAGE,44136,33,0,0
5000,14.27,C,11,RENT,56000,24,1,1759
23200,15.96,C,,MORTGAGE,67692,30,1,11492
10000,14.27,C,4,RENT,44160,23,1,4194
2400,10.59,B,1,RENT,27259.44,22,0,0
3000,11.99,B,5,MORTGAGE,40000,24,1,1560
20000,16,D,2,RENT,60000,27,0,0
7200,8.49,A,5,RENT,84000,21,0,0
16000,10.74,B,20,MORTGAGE,300000,34,1,8807
15000,,B,4,RENT,44104,28,0,0
19000,13.47,C,15,MORTGAGE,123000,31,1,11760
12000,12.42,B,16,RENT,90000,22,0,0
6500,5.79,A,8,MORTGAGE,76800,25,1,3906
10000,8.59,A,11,MORTGAGE,57504,23,0,0
12000,7.29,A,13,RENT,68400,26,1,6991
3600,10.51,B,7,MORTGAGE,52000,26,0,0
5500,17.49,D,11,RENT,62000,23,1,4040
10000,5.79,A,1,RENT,48000,21,0,0
8500,,C,1,RENT,52968,22,1,4281
24000,10.37,B,9,RENT,75000,24,0,0
18000,10.99,B,0,MORTGAGE,90000,39,0,0
7500,15.65,D,2,RENT,33000,27,0,0
10000,,C,3,RENT,65000,41,0,0
8000,7.51,A,,RENT,48000,24,0,0
2000,9.25,B,2,RENT,42000,25,1,976
8000,7.74,A,5,MORTGAGE,125000,30,0,0
18000,7.88,A,14,MORTGAGE,45000,21,0,0
12000,12.84,C,5,RENT,34000,23,0,0
5500,15.05,D,2,RENT,43004,24,0,0
9325,8.38,A,1,RENT,12000,32,0,0
2600,7.74,A,6,MORTGAGE,28500,27,0,0
10000,,A,2,MORTGAGE,62000,23,0,0
8000,11.99,B,0,RENT,26000,22,0,0
25000,12.53,C,6,RENT,115000,36,1,11403
11000,8,A,29,MORTGAGE,44000,30,1,5530
7000,12.42,B,16,RENT,24000,22,0,0
10000,,A,0,RENT,24600,27,0,0
20000,,A,13,RENT,889000,42,0,0
15000,6.92,A,12,OWN,51500,26,1,7032
1000,11.14,B,3,MORTGAGE,98000,25,0,0
14725,19.41,F,1,OWN,220000,29,0,0
1900,5.79,A,4,RENT,31200,30,0,0
7500,,A,18,OWN,30004,22,0,0
10000,9.32,A,2,MORTGAGE,48000,23,1,4623
7000,9.91,B,,RENT,22776,25,1,3568
8000,15.96,C,0,RENT,83200,52,0,0
5000,9.91,B,4,RENT,30000,31,1,1746
12000,13.98,C,30,MORTGAGE,230000,30,0,0
4500,8,A,4,RENT,20004,21,0,0
6400,12.69,B,3,RENT,35000,21,0,0
5000,7.51,A,4,MORTGAGE,40000,33,0,0
2500,9.99,B,2,MORTGAGE,40000,24,0,0
4500,6.03,A,4,RENT,42000,21,0,0
3000,,C,13,MORTGAGE,70000,27,0,0
20000,11.83,B,4,MORTGAGE,72000,25,0,0
5000,9.88,B,15,MORTGAGE,95000,26,1,2375
10000,,A,15,MORTGAGE,87000,47,0,0
8000,7.14,A,12,RENT,36996,22,1,3977
12000,,B,0,RENT,68000,31,1,5451
5000,14.79,C,19,MORTGAGE,90000,28,1,2734
3500,14.84,D,20,MORTGAGE,96000,25,1,1635
1925,12.18,B,0,RENT,30000,23,1,949
4500,6.62,A,0,RENT,36000,21,0,0
5000,12.99,C,1,MORTGAGE,78000,28,0,0
2000,10.38,B,3,RENT,42000,38,1,823
12000,,B,8,MORTGAGE,62851,28,1,5883
7000,8.94,A,24,MORTGAGE,54000,22,1,2893
12000,13.79,C,3,MORTGAGE,107004,30,0,0
12600,13.85,C,2,MORTGAGE,62400,22,1,5065
2000,6.17,A,3,RENT,19200,26,0,0
21000,8.88,B,5,MORTGAGE,70000,22,1,14603
8000,7.49,A,2,MORTGAGE,51000,23,0,0
6000,13.57,C,0,RENT,57996,35,1,3845
35000,7.49,A,0,MORTGAGE,150000,31,1,18569
10000,10.99,B,19,MORTGAGE,59000,22,0,0
1450,6.76,A,16,MORTGAGE,121200,39,0,0
20000,14.17,C,6,MORTGAGE,95000,23,1,9579
12000,,D,21,RENT,75000,24,0,0
12000,10.74,B,2,MORTGAGE,36000,23,0,0
2600,11.49,B,2,MORTGAGE,60000,24,1,1081
5550,5.99,A,8,MORTGAGE,66420,38,1,2504
13600,9.88,B,3,RENT,78625,23,1,5606
