loan_amnt,int_rate,grade,emp_length,home_ownership,annual_inc,age
9500,8.9,A,7,MORTGAGE,50000,27
10150,8.49,A,,OWN,33000,26
9000,,A,2,RENT,39359,23
1800,13.8,C,1,RENT,18000,26
4700,15.31,D,2,OWN,19200,28
10000,7.29,A,0,RENT,25000,34
17000,8.49,A,6,RENT,65000,34
8000,6.99,A,11,MORTGAGE,100000,31
12000,7.88,A,2,RENT,54996,26
18000,9.33,B,10,OWN,102000,29
7200,14.79,C,8,MORTGAGE,95000,23
8000,9.88,B,10,MORTGAGE,57000,31
1500,7.4,A,0,RENT,38000,35
16000,7.9,A,4,MORTGAGE,117996,27
11200,15.31,D,0,MORTGAGE,43008,21
32000,7.9,A,8,MORTGAGE,135000,30
8000,11.83,B,25,RENT,55000,27
2500,11.71,B,2,OWN,27600,26
10000,8.49,A,2,RENT,100000,31
12000,,B,0,RENT,32000,21
6000,7.14,A,0,RENT,86000,37
8000,12.69,B,6,OWN,95000,39
6000,12.53,C,2,MORTGAGE,41000,40
5000,8.49,A,10,MORTGAGE,36000,33
2000,14.96,D,4,MORTGAGE,36000,24
6000,14.96,D,5,RENT,36000,24
13000,,A,46,MORTGAGE,96996,37
4400,8,A,4,MORTGAGE,33000,25
9000,6.99,A,3,MORTGAGE,42000,31
4500,6.54,A,4,MORTGAGE,61000,30
35000,10.99,B,8,MORTGAGE,390000,33
3000,8.32,A,18,MORTGAGE,26796,22
21000,12.69,B,7,RENT,68666,28
6500,12.69,B,2,RENT,28800,41
7000,,C,0,RENT,25000,40
6000,12.41,C,2,RENT,48000,23
5650,15.99,D,0,OWN,20000,25
6000,5.42,A,5,MORTGAGE,32000,24
10000,7.29,A,2,RENT,75000,30
5500,6.92,A,3,RENT,45000,35
4600,10.99,B,4,OWN,15000,23
15000,13.72,C,3,RENT,50004,26
21000,7.51,A,,MORTGAGE,49200,22
18000,6.17,A,0,MORTGAGE,140000,32
11500,12.98,C,5,RENT,33150,41
5000,5.42,A,2,MORTGAGE,103000,28
3500,15.21,D,4,RENT,48000,28
11000,10,B,2,OWN,126996,23
1950,,C,4,RENT,11340,43
5500,5.79,A,3,RENT,23004,22
5000,10.25,B,3,RENT,40040,27
9000,7.74,A,9,MORTGAGE,75996,25
5000,8.94,A,8,RENT,16800,40
3000,5.42,A,2,RENT,37440,29
2000,7.9,A,7,MORTGAGE,70000,22
14700,7.88,A,5,MORTGAGE,91000,27
19500,11.83,B,2,MORTGAGE,68900,24
6000,,A,0,MORTGAGE,93600,22
5000,10.99,B,0,OWN,25000,27
10000,10.36,B,5,MORTGAGE,87000,24
5000,12.18,B,6,RENT,14573,29
7675,16,E,1,RENT,36000,39
15000,13.47,C,2,RENT,56000,50
8000,10.99,B,5,RENT,20000,24
25000,10.25,B,,MORTGAGE,134000,39
1800,16.49,D,4,RENT,45000,22
5000,10.99,B,1,RENT,88000,23
17500,10.65,B,19,MORTGAGE,78413,22
1000,10.99,B,12,MORTGAGE,37000,28
8000,16.45,E,3,RENT,36000,21
25000,15.83,F,0,MORTGAGE,120000,34
14000,9.99,B,3,RENT,120000,23
10000,12.69,B,4,MORTGAGE,96000,46
21000,,D,1,RENT,112511.52,28
24000,11.58,B,3,RENT,88596,26
24200,8.49,A,3,MORTGAGE,55000,25
11325,7.51,A,43,MORTGAGE,46700,32
11200,12.68,C,18,RENT,132000,40
2300,7.9,A,25,MORTGAGE,109200,26
7000,13.06,C,28,MORTGAGE,62400,23
8325,,B,5,MORTGAGE,48000,21
13000,9.63,A,4,MORTGAGE,61300,22
10000,18.43,F,3,RENT,80000,25
8400,16.32,D,7,RENT,42000,42
3000,7.29,A,8,MORTGAGE,30000,28
20000,10.25,B,41,MORTGAGE,102000,24
24000,15.62,D,7,RENT,110000,24
11500,,B,0,MORTGAGE,28800,22
4800,7.51,A,24,MORTGAGE,110000,28
10000,11.11,B,0,RENT,36000,28
1675,7.74,A,7,RENT,20000,22
15000,13.92,C,5,MORTGAGE,70000,22
1600,8.88,B,3,RENT,24000,33
13000,12.09,C,0,RENT,50000,26
4000,6.03,A,5,MORTGAGE,51000,23
7850,9.96,B,3,RENT,26000,24
1500,9.62,B,18,RENT,54000,23
6000,16.49,D,3,RENT,72000,50
25000,16.32,D,2,MORTGAGE,275004,34
2000,14.22,C,0,RENT,85000,27
3200,12.61,C,2,RENT,40800,34
11000,6.62,A,19,RENT,37000,23
8500,12.21,B,3,RENT,65000,23
1750,12.73,C,3,OWN,11440,30
6500,7.88,A,17,MORTGAGE,70000,29
7200,,A,2,RENT,89000,29
1500,13.99,C,,RENT,8400,24
12500,11.72,C,0,RENT,36000,25
4800,15.62,D,2,RENT,59000,26
15250,15.95,E,6,RENT,42000,24
28000,15.62,D,0,MORTGAGE,110000,26
10000,13.36,D,2,RENT,60000,22
6000,11.86,B,4,MORTGAGE,200000,23
6000,8.59,A,0,MORTGAGE,80000,24
3000,11.89,B,2,RENT,30000,21
2500,6.76,A,4,OWN,49000,25
15000,,B,6,MORTGAGE,35000,21
7750,9.99,B,9,RENT,112000,25
15000,,B,4,RENT,44104,28
18000,7.88,A,13,MORTGAGE,76296,22
5425,11.99,B,3,RENT,22718,22
10000,11.26,B,1,RENT,62000,26
5000,,D,6,RENT,24000,30
6000,9.99,B,4,RENT,66000,22
2400,12.42,B,11,MORTGAGE,78000,23
7200,5.42,A,6,RENT,42000,21
15000,,D,22,MORTGAGE,55000,24
10000,15.62,D,9,MORTGAGE,135000,25
5000,6.62,A,3,RENT,24960,36
20000,11.89,B,2,RENT,72000,34
8000,7.88,A,0,RENT,90000,32
10000,10.99,B,6,MORTGAGE,85000,23
6000,7.49,A,18,MORTGAGE,45000,32
15700,11.49,B,3,RENT,68000,23
20000,13.47,C,2,RENT,42000,25
6000,11.36,B,3,RENT,50000,27
8400,8.38,A,0,MORTGAGE,38100,32
15000,14.96,D,2,RENT,67000,29
6250,15.95,D,8,MORTGAGE,40999.92,29
5000,9.32,A,3,RENT,45000,23
4200,,D,2,RENT,16000,24
8800,6.62,A,7,RENT,48000,22
22500,11.83,B,20,MORTGAGE,93000,30
1200,9.99,B,3,RENT,55000,29
12000,,C,0,RENT,57000,23
15000,9.88,B,9,RENT,32000,22
5000,10.65,B,13,MORTGAGE,36000,30
3525,14.59,D,5,RENT,36000,24
7000,8.63,A,13,MORTGAGE,85000,23
1550,,A,,MORTGAGE,26400,22
12000,10.37,B,3,MORTGAGE,145000,23
9200,11.86,B,0,RENT,66000,23
10900,12.42,B,6,RENT,55000,36
6000,9.25,B,6,MORTGAGE,24996,31
16000,10.74,B,2,RENT,64000,23
6400,8.49,A,2,MORTGAGE,50000,23
9800,7.51,A,12,RENT,50000,23
15000,10.62,B,20,MORTGAGE,46551,23
15000,7.88,A,17,MORTGAGE,130000,24
5900,7.66,A,9,MORTGAGE,84000,29
15000,11.99,B,2,MORTGAGE,100000,22
5000,10.96,B,1,RENT,30000,70
11000,12.73,C,3,RENT,48000,52
6000,9.91,B,0,MORTGAGE,63000,24
6000,9.99,B,,MORTGAGE,36852,24
25000,,B,2,RENT,80000,32
10000,,A,20,OWN,30000,25
8000,12.92,D,1,RENT,50000,25
6000,13.23,C,0,MORTGAGE,50000,27
10750,11.14,B,2,MORTGAGE,53000,25
5000,9.32,A,4,MORTGAGE,189000,24
5000,7.51,A,2,MORTGAGE,68000,42
3000,12.69,B,10,RENT,30000,23
3500,5.99,A,2,RENT,30720,29
13000,15.27,C,2,MORTGAGE,62000,22
15000,6.91,A,6,MORTGAGE,83000,24
4800,7.51,A,1,RENT,27000,21
10000,16.49,D,4,RENT,77500,31
1000,9.25,B,0,RENT,14400,40
10000,14.79,C,1,MORTGAGE,100000,29
17500,13.85,C,7,RENT,49176,22
6000,10.25,B,3,RENT,50000,22
10000,10.62,B,4,RENT,53000,21
8400,13.48,C,0,RENT,78600,25
6000,,B,1,RENT,18000,22
25000,13.36,D,4,MORTGAGE,128000,27
10500,13.49,C,3,RENT,38000,34
6000,13.57,C,0,RENT,60000,38
12875,15.31,D,0,RENT,50000,21
12000,12.73,C,5,MORTGAGE,90000,27
14000,10.99,B,21,MORTGAGE,104000,25
15825,6.99,A,10,MORTGAGE,51000,26
5000,6.03,A,26,MORTGAGE,115000,29
9800,6.17,A,0,RENT,53500,24
5325,10.62,B,0,MORTGAGE,47484,22
9950,11.26,B,3,MORTGAGE,180000,25
5000,5.79,A,5,MORTGAGE,34000,26
3000,13.48,C,,RENT,40800,27
5000,16.45,E,2,RENT,16000,28
1800,5.42,A,1,RENT,33000,22
25000,19.42,E,2,MORTGAGE,92000,29
15000,10.25,B,5,MORTGAGE,57600,31
15000,6.17,A,11,MORTGAGE,99000,25
7000,,C,14,RENT,71000,51
4000,,C,18,MORTGAGE,120000,23
8000,12.53,B,3,MORTGAGE,48000,22
6000,8.59,A,2,MORTGAGE,52000,44
3200,5.99,A,11,MORTGAGE,48000,24
6000,8.88,B,,RENT,23000,28
12600,16.89,D,10,MORTGAGE,55993.6,39
6350,5.79,A,3,RENT,38000,32
13000,10.75,B,,RENT,45000,24
4200,7.49,A,0,RENT,50426,42
6400,7.49,A,19,MORTGAGE,103000,30
6000,,B,16,RENT,55000,29
10000,15.65,D,3,RENT,36000,51
15000,10.74,B,13,MORTGAGE,60000,30
7000,6.99,A,12,MORTGAGE,57800,33
2000,7.88,A,3,MORTGAGE,65000,33
16600,9.76,B,0,MORTGAGE,20000,22
3600,6.03,A,2,RENT,45000,23
8500,,C,2,MORTGAGE,24570,27
10000,12.53,B,2,RENT,55000,29
16000,,B,9,RENT,43680,39
12000,6.54,A,1,RENT,50000,23
6000,7.88,A,0,RENT,72000,28
7000,,A,8,RENT,49896,33
3500,7.51,A,6,MORTGAGE,42000,21
6000,14.54,D,2,RENT,41196,25
17350,13.55,D,6,OWN,44000,31
2000,6.99,A,8,OWN,56000,24
4000,11.14,B,4,OWN,58000,27
8875,12.69,B,5,MORTGAGE,35360,25
5500,7.88,A,,RENT,15436.8,26
14400,7.66,A,9,MORTGAGE,90000,31
2500,8.59,A,1,RENT,85000,26
8500,8.88,B,2,RENT,43000,37
25000,9.99,B,4,RENT,60000,45
16000,16.69,E,3,RENT,135000,24
9600,14.46,D,6,RENT,52000,31
25000,11.11,B,3,MORTGAGE,150000,22
9000,10.25,B,3,MORTGAGE,59000,37
12000,7.51,A,3,RENT,36500,38
9000,7.51,A,0,MORTGAGE,74000,29
22000,6.54,A,13,OWN,85000,24
2500,14.72,C,15,RENT,57600,24
5000,8.94,A,1,OWN,16400,25
25000,16,E,5,MORTGAGE,174000,25
10000,,B,6,MORTGAGE,100000,28
10000,11.36,B,6,MORTGAGE,115752,27
3500,6.03,A,6,MORTGAGE,75000,27
15000,16,D,15,OWN,42996,40
11200,12.04,C,0,RENT,45000,24
2400,17.49,D,4,RENT,36000,27
2400,10.65,B,4,RENT,70000,28
15600,7.9,A,5,OWN,55000,38
4000,13.22,C,0,RENT,50000,35
10800,12.21,B,3,RENT,70000,38
6000,9.91,B,5,RENT,50000,34
3000,11.26,B,3,RENT,50000,36
10000,10.08,B,2,RENT,35665,34
10000,8.59,A,9,RENT,103000,27
3000,7.49,A,10,MORTGAGE,110400,24
2500,11.14,B,6,RENT,54924,28
20000,8.88,B,7,RENT,80000,25
10000,6.92,A,2,RENT,37200,22
8125,8.59,A,0,MORTGAGE,33000,24
2500,14.22,C,5,RENT,120000,29
9800,,B,4,RENT,60000,22
3000,,A,11,OWN,64800,26
8000,,C,1,OWN,30000,47
5000,7.14,A,3,MORTGAGE,70200,23
15000,12.42,B,6,OWN,155000,32
10200,13.92,C,9,RENT,55000,48
8500,10.65,B,13,RENT,60353,34
15500,,B,0,MORTGAGE,80000,25
16750,10.62,B,3,RENT,96600,30
3200,10.28,C,22,RENT,75000,22
11500,10.38,B,4,RENT,125000,24
10000,7.51,A,0,RENT,46000,31
8000,9.32,A,36,MORTGAGE,30000,25
7000,6.62,A,0,RENT,33000,23
20000,14.26,C,1,MORTGAGE,90000,31
8400,6.17,A,2,RENT,52000,23
7500,10.51,B,8,MORTGAGE,51996,36
8000,14.42,D,1,RENT,54000,32
10000,11.36,B,4,RENT,25000,24
8000,7.49,A,5,RENT,36996,31
12250,10.59,C,3,RENT,60000,23
5750,7.43,A,18,MORTGAGE,125000,30
2300,15.33,D,2,RENT,14000,23
3200,6.99,A,3,RENT,83000,24
10000,7.29,A,0,RENT,46200,22
5000,7.68,A,2,RENT,35880,26
13000,12.87,C,12,RENT,24000,21
3200,13.04,C,1,RENT,37440,22
11500,12.42,B,4,RENT,50000,35
12000,14.83,D,3,OWN,40000,25
20000,6.54,A,0,MORTGAGE,109000,26
20000,14.42,D,7,RENT,96000,32
20000,16.35,E,0,RENT,99996,25
7500,5.79,A,5,RENT,38000,22
14400,11.71,B,1,RENT,80000,22
10000,16.4,E,0,RENT,110000,23
4400,19.03,E,7,RENT,80000,24
1325,10,B,0,RENT,50400,24
10000,7.29,A,5,RENT,99000,26
2000,14.35,C,4,OWN,40000,24
15000,,B,4,MORTGAGE,103363,34
2000,13.49,C,2,RENT,20400,29
3025,9.99,B,7,RENT,80000,28
7500,13.22,C,13,OWN,40000,24
23500,10.25,B,5,MORTGAGE,46000,25
5000,9.45,B,3,RENT,40000,26
3000,7.12,A,5,MORTGAGE,93000,23
1000,,A,13,OWN,39000,22
5400,5.99,A,0,MORTGAGE,121008,28
7000,15.58,D,3,OWN,24996,21
10000,5.42,A,4,RENT,42000,23
10625,8.49,A,0,RENT,62467,24
6000,7.49,A,6,RENT,56000,23
2400,11.49,B,8,RENT,28000,25
10000,12.99,C,37,MORTGAGE,85000,24
27575,,B,1,MORTGAGE,54000,27
2100,5.42,A,33,MORTGAGE,35000,23
2000,14.22,C,4,RENT,30000,25
9500,12.69,B,0,MORTGAGE,52500,22
33950,7.9,A,7,MORTGAGE,91000,30
6000,7.49,A,2,RENT,35000,22
12000,11.49,B,0,RENT,32500,22
7575,,A,6,MORTGAGE,21600,21
6800,8.49,A,2,OWN,35000,39
7475,7.9,A,3,OWN,53000,28
6000,8.9,A,3,RENT,34000,27
4900,7.14,A,11,MORTGAGE,120000,23
14000,6.91,A,11,RENT,63000,32
5000,7.14,A,3,RENT,25000,24
3500,12.87,C,1,RENT,74000,23
12000,5.99,A,0,RENT,38400,26
7000,15.99,D,20,OWN,60000,28
10000,10.28,C,0,RENT,27376,22
2000,5.42,A,20,RENT,30000,28
15600,,C,3,MORTGAGE,75000,24
3900,7.9,A,6,MORTGAGE,38100,26
8000,13.98,C,4,RENT,30000,26
1500,7.49,A,9,MORTGAGE,46144,25
7000,8.94,A,2,RENT,40000,25
12000,9.91,B,8,MORTGAGE,70000,27
1000,9.63,A,0,RENT,5500,26
13150,13.24,D,2,RENT,37692,31
15000,11.36,B,10,MORTGAGE,800000,37
5000,6.99,A,5,MORTGAGE,42000,22
2400,,C,25,RENT,12252,31
9600,7.51,A,11,MORTGAGE,71000,23
8000,10.74,B,6,MORTGAGE,126000,30
13700,6.03,A,10,MORTGAGE,50000,24
4000,14.84,D,0,RENT,170000,26
10000,6.92,A,3,OWN,60000,23
14500,7.49,A,7,MORTGAGE,120000,25
4000,8.59,A,2,RENT,84996,33
5000,10.65,B,4,RENT,20000,28
7200,10.36,B,7,RENT,30000,30
12000,,A,8,OWN,31000,25
2425,5.42,A,4,RENT,78100,31
1500,13.92,C,0,RENT,30000,21
3000,10,B,3,RENT,47277,33
2125,8.9,A,,RENT,43000,26
2500,,D,4,OWN,24000,31
20000,13.48,C,3,MORTGAGE,114400,33
6900,9.99,B,3,RENT,27000,27
12000,9.99,B,0,RENT,93000,35
8400,13.23,C,2,RENT,31200,24
10000,16.29,D,12,RENT,35000,28
9500,6.76,A,12,MORTGAGE,58896,22
2400,,C,6,MORTGAGE,30000,23
10500,7.51,A,19,MORTGAGE,55000,21
3000,7.49,A,3,MORTGAGE,24000,31
7000,9.63,A,1,RENT,41000,36
8300,11.46,B,3,MORTGAGE,82000,22
2000,6.39,A,5,MORTGAGE,50000,31
6000,6.03,A,1,RENT,75000,23
20000,14.26,C,14,OWN,180000,25
4200,,A,14,MORTGAGE,108000,24
25000,15.31,D,0,MORTGAGE,120000,23
14125,12.42,B,,MORTGAGE,45696,22
10000,6.17,A,4,RENT,50000,22
2000,15.62,D,4,MORTGAGE,52000,21
8250,7.51,A,5,RENT,30000,23
4000,6.92,A,4,RENT,27996,29
4800,13.22,C,2,RENT,50000,24
4500,7.51,A,0,MORTGAGE,36000,22
4800,13.57,C,5,RENT,66000,33
2400,12.42,B,3,RENT,45000,32
20000,7.49,A,8,MORTGAGE,120000,31
17500,7.37,A,3,MORTGAGE,117500,30
10000,12.42,B,1,RENT,42000,22
22000,6.99,A,1,MORTGAGE,68804,28
10000,,A,7,MORTGAGE,24000,29
13000,16,E,0,RENT,43200,22
6100,14.27,C,,MORTGAGE,23748,30
8725,9.32,A,11,MORTGAGE,52000,27
2800,,A,,RENT,40000,29
6250,,A,16,MORTGAGE,40542,22
10500,,B,5,MORTGAGE,113000,24
5000,11.11,B,,OWN,18000,21
2050,13.49,C,23,MORTGAGE,33000,24
2700,12.84,C,5,RENT,29676,45
5000,9.32,A,4,MORTGAGE,25000,23
5050,5.42,A,4,RENT,74000,22
25000,19.41,F,5,MORTGAGE,75000,28
5000,9.88,B,3,RENT,30000,28
15000,,B,2,RENT,44000,27
4800,,B,4,MORTGAGE,60000,28
12100,5.99,A,5,MORTGAGE,105000,32
12000,12.53,B,6,RENT,74000,23
21000,11.49,B,8,MORTGAGE,113000,25
5000,6.99,A,,MORTGAGE,46800,23
12000,12.29,C,3,RENT,90000,30
15000,11.86,B,6,MORTGAGE,65000,25
4650,,B,6,MORTGAGE,30000,34
8000,7.51,A,11,MORTGAGE,115000,27
12000,10.36,B,1,MORTGAGE,110004,26
3000,5.42,A,4,MORTGAGE,66000,29
5500,8.94,A,3,RENT,54000,23
15000,13.49,C,3,RENT,36000,23
3000,15.23,C,4,RENT,9000,21
10000,7.51,A,2,RENT,23387,25
4000,7.75,A,1,RENT,57600,23
19600,13.98,C,18,RENT,900000,58
1600,7.88,A,0,RENT,35000,23
4800,,C,,MORTGAGE,62100,31
5000,17.39,E,3,RENT,70000,26
4800,12.21,B,0,RENT,75000,22
12000,9.99,B,11,MORTGAGE,96000,30
2800,,A,7,MORTGAGE,55000,23
1800,14.27,C,3,RENT,45000,36
15000,6.03,A,15,MORTGAGE,85000,38
6525,16.07,D,1,RENT,38000,29
10000,5.99,A,13,MORTGAGE,60000,21
8000,6.03,A,9,OWN,35400,22
11000,12.21,B,1,MORTGAGE,72960,34
8000,19.42,E,7,MORTGAGE,82000,39
24000,17.43,E,0,RENT,65712,31
22000,10.38,B,7,MORTGAGE,150000,25
5500,7.49,A,9,MORTGAGE,90080.61,28
10000,7.9,A,1,RENT,43000,37
2500,12.53,B,7,OWN,15360,22
16000,,C,28,MORTGAGE,54000,25
12000,12.73,C,8,RENT,50361,22
9000,,C,2,RENT,28200,33
8000,15.96,C,8,RENT,70000,26
5000,11.49,B,3,RENT,42072,27
16800,15.65,D,1,RENT,80000,24
2500,10.37,B,11,MORTGAGE,57744,23
1500,12.61,C,6,RENT,18000,21
4200,6.76,A,32,RENT,38400,24
20000,8.88,B,4,RENT,75000,24
9800,7.14,A,26,MORTGAGE,99996,34
8450,8.59,A,0,RENT,42000,30
13500,7.66,A,3,MORTGAGE,34000,31
8000,11.71,B,1,RENT,150000,28
3600,11.99,B,4,RENT,84996,26
1000,,C,23,MORTGAGE,55536,30
24250,11.49,B,8,OWN,59004,27
15000,7.49,A,8,MORTGAGE,69000,26
9000,13.49,C,0,RENT,30000,22
8000,7.29,A,14,MORTGAGE,96000,26
7000,,C,28,RENT,89000,23
10000,7.74,A,6,RENT,130000,27
2000,7.37,A,12,OWN,35000,42
12000,10,B,,RENT,47000,25
4950,7.9,A,3,OWN,13200,23
16000,7.51,A,0,OWN,50000,34
7800,12.21,B,2,RENT,59000,25
4500,10.99,B,0,MORTGAGE,95000,28
7000,7.29,A,8,RENT,70356,25
12000,15.33,D,14,RENT,840000,32
15000,13.43,C,4,RENT,69996,23
5000,7.66,A,4,MORTGAGE,60000,29
10000,15.05,D,3,RENT,68000,26
12000,,C,19,MORTGAGE,75000,33
3500,13.22,C,2,RENT,68000,31
7000,5.42,A,20,MORTGAGE,60000,33
12000,11.83,B,3,OWN,97000,29
2500,9.91,B,2,OWN,53000,26
14000,6.99,A,3,MORTGAGE,72000,30
10000,6.62,A,,RENT,20000,22
6000,,B,3,RENT,39000,22
12000,10.99,B,16,MORTGAGE,78000,28
20000,11.83,B,1,MORTGAGE,76000,23
10000,11.03,C,0,MORTGAGE,47000,31
14000,,A,5,MORTGAGE,84996,23
20000,16,E,0,RENT,75996,23
5000,,C,0,MORTGAGE,200004,37
16000,12.73,C,3,RENT,45000,27
9500,13.99,C,29,MORTGAGE,72000,27
1500,7.74,A,1,MORTGAGE,20000,26
20000,6.91,A,3,MORTGAGE,105000,29
1275,6.91,A,,OWN,55000,22
8025,,C,11,MORTGAGE,55000,28
7800,13.11,C,8,MORTGAGE,42000,29
5000,15.7,D,12,RENT,60000,28
35000,11.99,B,3,MORTGAGE,95000,24
9800,6.62,A,6,MORTGAGE,72000,31
14000,11.49,B,1,RENT,76500,31
5000,9.99,B,,MORTGAGE,54000,23
1500,13.35,C,3,RENT,20160,24
6000,7.14,A,0,MORTGAGE,16000,33
10000,11.71,B,4,RENT,73000,25
25475,10.99,B,0,RENT,60000,22
6900,17.56,E,2,RENT,39000,24
10375,14.27,C,5,RENT,35000,27
8700,7.88,A,3,OWN,65000,25
22000,7.88,A,9,MORTGAGE,55920,33
10000,11.71,B,19,OWN,180000,31
10100,13.55,D,0,RENT,29136,26
14400,,A,11,MORTGAGE,100000,27
6000,7.9,A,2,RENT,54000,29
8000,,D,10,RENT,35000,26
12000,13.79,C,5,OWN,49008,60
6000,10.38,B,4,RENT,39000,21
16000,6.17,A,8,MORTGAGE,100000,23
15000,13.85,C,3,MORTGAGE,88000,29
7500,11.03,C,16,RENT,58000,41
7200,14.11,D,1,OWN,42996,25
15000,10.28,C,0,RENT,88000,23
13050,14.59,D,5,MORTGAGE,140000,26
6000,5.99,A,31,MORTGAGE,57000,24
14700,7.66,A,4,MORTGAGE,144000,24
20000,6.54,A,3,MORTGAGE,219996,31
2500,11.89,B,0,RENT,21996,22
10500,15.68,E,6,MORTGAGE,60000,34
12000,12.84,C,1,OTHER,75000,47
10500,11.48,B,9,RENT,58000,26
19200,16.77,D,0,RENT,87500,34
8800,7.51,A,7,MORTGAGE,67000,22
3000,6.76,A,8,RENT,47500,26
3000,13.57,C,3,RENT,100000,26
10500,13.16,C,5,OWN,55008,23
9000,7.14,A,4,MORTGAGE,99000,27
7000,8.59,A,8,MORTGAGE,50000,28
3125,8.9,A,6,MORTGAGE,42000,24
8000,10.37,B,1,MORTGAGE,28650,39
11000,14.61,D,5,RENT,69000,29
11200,,B,5,RENT,48000,31
3600,6.39,A,2,MORTGAGE,55000,40
3600,15.27,C,2,RENT,18000,29
14125,6.62,A,,OWN,30000,23
4600,7.9,A,22,MORTGAGE,30000,23
1000,14.74,D,0,RENT,10000,22
10000,5.42,A,3,MORTGAGE,96000,26
15000,11.89,B,1,RENT,100000,24
7700,5.99,A,,RENT,23400,22
16775,11.97,C,7,RENT,83000,30
18225,14.91,D,0,RENT,50000,26
10000,16.89,D,1,MORTGAGE,54000,29
10000,7.51,A,3,RENT,33000,25
9000,13.49,C,7,RENT,87000,25
9600,13.99,C,11,MORTGAGE,130000,45
7500,14.5,E,11,MORTGAGE,109000,29
6000,19.42,E,2,RENT,36000,33
9800,8.59,A,3,MORTGAGE,43000,23
12000,14.27,C,0,RENT,159500,24
15000,12.18,B,11,OWN,84000,29
1200,8.59,A,3,RENT,100000,22
14000,,A,5,MORTGAGE,120000,23
12000,,B,3,RENT,64000,22
15000,12.84,C,1,RENT,55000,22
21000,6.17,A,16,MORTGAGE,88200,22
5000,,A,1,MORTGAGE,113000,32
25000,10.75,B,10,RENT,78000,31
15000,5.79,A,9,MORTGAGE,180000,29
6000,12.53,B,4,RENT,73000,23
22500,18.99,F,2,RENT,75846.16,26
12000,11.71,B,0,RENT,50000,21
15000,16.32,E,14,RENT,71000,24
2500,6.62,A,,RENT,15889.2,29
9500,8.94,A,2,MORTGAGE,119700,30
2500,15.31,D,4,MORTGAGE,444000,41
4500,16.07,D,2,RENT,49200,27
7500,7.14,A,17,MORTGAGE,79000,30
7000,5.79,A,5,RENT,48000,26
4000,14.11,D,13,MORTGAGE,75000,33
21000,10.75,B,44,RENT,84000,24
5375,8.94,A,7,MORTGAGE,139913,28
2400,17.19,D,1,RENT,30000,21
19750,10.65,B,4,RENT,45000,42
8000,6.54,A,6,MORTGAGE,42000,29
12000,13.57,C,3,RENT,52000,22
6000,8.9,A,7,RENT,30000,29
3000,5.42,A,14,MORTGAGE,33600,28
7500,11.36,B,3,RENT,62000,41
3500,16.29,D,3,MORTGAGE,50000,26
2000,,C,6,RENT,67000,26
5000,13.98,C,0,RENT,32000,41
5050,6.99,A,9,MORTGAGE,72000,43
6000,9.99,B,5,MORTGAGE,120000,23
5625,12.68,C,0,RENT,25000,24
9600,11.03,C,4,MORTGAGE,62892,22
1500,6.54,A,5,MORTGAGE,75000,25
24000,7.49,A,22,MORTGAGE,131004,24
1950,10.37,B,0,RENT,16800,23
5600,8.59,A,0,RENT,137004,41
15000,18.25,D,3,RENT,61284,24
6000,6.03,A,23,RENT,41000,30
16000,14.22,C,2,RENT,91000,23
6900,10.65,B,2,MORTGAGE,120000,29
9600,12.73,C,2,RENT,45000,22
10250,12.23,C,1,RENT,75000,29
7000,13.35,C,4,RENT,47000,38
16000,6.17,A,0,OWN,80000,24
20200,14.74,D,2,RENT,30372,31
9000,12.69,B,5,RENT,50000,25
2000,5.42,A,4,MORTGAGE,94940,23
16000,16,E,0,RENT,66996,23
8000,13.85,C,7,MORTGAGE,110000,22
10000,13.61,C,4,RENT,120000,24
18000,,D,3,MORTGAGE,85500,22
6000,6.99,A,3,RENT,67644,24
10000,11.14,B,3,MORTGAGE,37440,40
6000,15.62,D,15,MORTGAGE,71000,26
8000,11.36,B,2,OWN,55000,40
20000,12.21,B,5,MORTGAGE,60000,22
12000,10.99,B,3,MORTGAGE,65000,26
15000,17.58,D,16,RENT,90000,24
18400,,C,19,RENT,150000,42
3625,10.59,B,2,RENT,58000,23
13000,11.49,B,6,RENT,59000,29
5000,10.75,B,5,RENT,24000,23
4500,7.51,A,3,RENT,15600,25
12000,13.79,C,2,RENT,37008,25
6000,9.99,B,3,RENT,111280,34
8000,7.51,A,2,RENT,63000,27
7000,5.79,A,,OWN,46932,23
6125,7.49,A,2,RENT,70000,29
9000,12.42,B,5,MORTGAGE,60000,35
10400,11.49,B,5,RENT,90000,43
16750,15.33,D,1,OWN,37000,27
25000,17.26,F,5,MORTGAGE,265000,25
15000,11.83,B,3,MORTGAGE,182496,27
10000,15.33,D,15,MORTGAGE,68000,35
2500,6.91,A,0,RENT,25000,23
10000,,A,34,MORTGAGE,150000,36
10000,15.95,D,4,RENT,60000,27
8500,13.49,C,6,RENT,30000,23
4800,10.36,B,4,MORTGAGE,90000,23
16000,19.41,F,4,MORTGAGE,85000,31
10000,13.35,C,1,RENT,54000,24
8000,12.84,C,15,MORTGAGE,155867,30
6000,10.25,B,8,RENT,66500,42
16000,7.9,A,5,RENT,30000,27
6000,14.84,D,8,RENT,55000,21
10000,11.89,B,2,RENT,53000,28
20000,6.62,A,12,RENT,54996,35
13000,9.25,B,9,MORTGAGE,68000,35
10000,17.14,E,0,RENT,75000,24
3000,,D,8,MORTGAGE,65000,28
14000,6.03,A,4,RENT,40000,24
